"log2FoldChange","AveExpr","t","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-5.93638890754007,7.62053920085103,-4.50855047460408,4.11919928486798e-06,6.58689060366528e-05,"ENSG00000110958",-5.93638890754007,"down","PTGES3",9606,10728,"NULL","12","12q13.3|12","prostaglandin E synthase 3 (cytosolic)","protein-coding","PTGES3","prostaglandin E synthase 3 (cytosolic)","O","Hsp90 co-chaperone|cytosolic prostagland"
-5.93612682386651,3.98876398752875,-5.10409270217386,2.41113134739547e-07,6.11285746020921e-06,"ENSG00000115942",-5.93612682386651,"down","ORC2",9606,4999,"NULL","2","2q33","origin recognition complex, subunit 2","protein-coding","ORC2","origin recognition complex, subunit 2","O","origin recognition complex protein 2 hom"
-5.93487269598126,7.57932244826151,-3.77166177194507,9.14377262983136e-05,0.000892555324520868,"ENSG00000127616",-5.93487269598126,"down","SMARCA4",9606,6597,"NULL","19","19p13.2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","protein-coding","SMARCA4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","O","ATP-dependent helicase SMARCA4|BRG1-asso"
-5.93225306708115,7.3006395182654,-4.31595097220484,9.68192138990031e-06,0.00013509222424445,"ENSG00000171490",-5.93225306708115,"down","RSL1D1",9606,26156,"L12","16","16p13.13","ribosomal L1 domain containing 1","protein-coding","RSL1D1","ribosomal L1 domain containing 1","O","CATX-11|cellular senescence inhibited ge"
-5.93171443692853,3.40744284230153,-4.12276834687229,2.21093625161783e-05,0.000271724065323832,"ENSG00000066583",-5.93171443692853,"down","ISOC1",9606,51015,"CGI-111","5","5q22.1-q33.3","isochorismatase domain containing 1","protein-coding","ISOC1","isochorismatase domain containing 1","O","isochorismatase domain-containing protei"
-5.93135615973888,5.47578671769504,-3.98065878812962,3.97747317612559e-05,0.000446130400706759,"ENSG00000120685",-5.93135615973888,"down","PROSER1",9606,80209,"RP11-50D16.2","13","13q13.3","proline and serine rich 1","protein-coding","PROSER1","proline and serine rich 1","O","proline and serine-rich protein 1"
-5.93016669880762,4.19154921117898,-4.29779116417849,1.04774600052339e-05,0.000143752149293157,"ENSG00000100038",-5.93016669880762,"down","TOP3B",9606,8940,"NULL","22","22q11.22","topoisomerase (DNA) III beta","protein-coding","TOP3B","topoisomerase (DNA) III beta","O","DNA topoisomerase 3-beta-1|DNA topoisome"
-5.92988480147392,4.52230570955911,-5.1397013660401,2.01606538928361e-07,5.29901437289915e-06,"ENSG00000120029",-5.92988480147392,"down","C10orf76",9606,79591,"RP11-190J1.9","10","10q24.32","chromosome 10 open reading frame 76","protein-coding","C10orf76","chromosome 10 open reading frame 76","O","UPF0668 protein C10orf76"
-5.92557223216058,5.22797336580624,-3.75635428697695,9.70426873283597e-05,0.000939802895781477,"ENSG00000132510",-5.92557223216058,"down","KDM6B",9606,23135,"NULL","17","17p13.1","lysine (K)-specific demethylase 6B","protein-coding","KDM6B","lysine (K)-specific demethylase 6B","O","jmjC domain-containing protein 3|jumonji"
-5.92331550751208,4.84795643465523,-4.61281686936638,2.56002727933588e-06,4.47640542360296e-05,"ENSG00000128563",-5.92331550751208,"down","PRKRIP1",9606,79706,"NULL","7","7q22.1","PRKR interacting protein 1 (IL11 inducible)","protein-coding","PRKRIP1","PRKR interacting protein 1 (IL11 inducible)","O","KRAB box domain containing 3|PRKR-intera"
-5.91963105206149,5.76985112206505,-4.3879027284427,7.06141972189976e-06,0.000103432566176226,"ENSG00000140995",-5.91963105206149,"down","DEF8",9606,54849,"NULL","16","16q24.3","differentially expressed in FDCP 8 homolog (mouse)","protein-coding","DEF8","differentially expressed in FDCP 8 homolog (mouse)","O","DEF-8|differentially expressed in FDCP 8"
-5.91520089393981,5.95996828354414,-4.11429404749731,2.29081089348832e-05,0.00027941180694726,"ENSG00000068878",-5.91520089393981,"down","PSME4",9606,23198,"NULL","2","2p16.2","proteasome (prosome, macropain) activator subunit 4","protein-coding","PSME4","proteasome (prosome, macropain) activator subunit 4","O","proteasome activator 200 kDa|proteasome "
-5.91277533698397,6.32227601924312,-4.49993447855178,4.2825657294104e-06,6.814348884732e-05,"ENSG00000025800",-5.91277533698397,"down","KPNA6",9606,23633,"RP4-622L5.1","1","1p35.1","karyopherin alpha 6 (importin alpha 7)","protein-coding","KPNA6","karyopherin alpha 6 (importin alpha 7)","O","importin alpha 7 subunit|importin subuni"
-5.91252187357369,4.71953182955331,-4.31465980127866,9.73646955275523e-06,0.000135611733776071,"ENSG00000126216",-5.91252187357369,"down","TUBGCP3",9606,10426,"RP11-480K16.2","13","13q34","tubulin, gamma complex associated protein 3","protein-coding","TUBGCP3","tubulin, gamma complex associated protein 3","O","GCP-3|gamma-ring complex protein 104 kDa"
-5.90884004483882,5.17029528517048,-5.15891047419916,1.82976068913674e-07,4.89370918403421e-06,"ENSG00000111707",-5.90884004483882,"down","SUDS3",9606,64426,"NULL","12","12q24.23","suppressor of defective silencing 3 homolog (S. cerevisiae)","protein-coding","SUDS3","suppressor of defective silencing 3 homolog (S. cerevisiae)","O","45 kDa Sin3-associated polypeptide|sin3 "
-5.90792534901273,6.6119913852761,-4.84159767880407,8.73387996569239e-07,1.80909075469145e-05,"ENSG00000167881",-5.90792534901273,"down","SRP68",9606,6730,"NULL","17","17q25.1","signal recognition particle 68kDa","protein-coding","SRP68","signal recognition particle 68kDa","O","signal recognition particle 68 kDa prote"
-5.90687993562025,5.41899319116742,-4.08908665070819,2.54500721874303e-05,0.000305934286485976,"ENSG00000166685",-5.90687993562025,"down","COG1",9606,9382,"NULL","17","17q25.1","component of oligomeric golgi complex 1","protein-coding","COG1","component of oligomeric golgi complex 1","O","COG complex subunit 1|conserved oligomer"
-5.90548034703079,5.35146095195696,-5.00203595054201,4.00377374790262e-07,9.428229622228e-06,"ENSG00000176783",-5.90548034703079,"down","RUFY1",9606,80230,"NULL","5","5q35.3","RUN and FYVE domain containing 1","protein-coding","RUFY1","RUN and FYVE domain containing 1","O","FYVE-finger protein EIP1|RUN and FYVE do"
-5.8986956661076,4.59332114961783,-4.03207388444049,3.22246176184098e-05,0.000373120303325948,"ENSG00000101544",-5.8986956661076,"down","ADNP2",9606,22850,"NULL","18","18q23","ADNP homeobox 2","protein-coding","ADNP2","ADNP homeobox 2","O","ADNP homeobox protein 2|zinc finger prot"
-5.89823755485752,6.76138442229025,-4.0210625345145,3.37167907828467e-05,0.00038744285543833,"ENSG00000112335",-5.89823755485752,"down","SNX3",9606,8724,"RP3-429G5.4","6","6q21","sorting nexin 3","protein-coding","SNX3","sorting nexin 3","O","sorting nexin 3A|sorting nexin-3"
-5.89778636780046,6.99097564276306,-5.22667783350841,1.29656688726063e-07,3.68942610731086e-06,"ENSG00000164091",-5.89778636780046,"down","WDR82",9606,80335,"UNQ9342/PRO34047","3","3p21.2","WD repeat domain 82","protein-coding","WDR82","WD repeat domain 82","O","WD repeat-containing protein 82|transmem"
-5.89728691524282,5.46737990322822,-4.41911859474331,6.14942942564976e-06,9.21146286579405e-05,"ENSG00000148719",-5.89728691524282,"down","DNAJB12",9606,54788,"NULL","10","10q22.1","DnaJ (Hsp40) homolog, subfamily B, member 12","protein-coding","DNAJB12","DnaJ (Hsp40) homolog, subfamily B, member 12","O","dnaJ homolog subfamily B member 12"
-5.89700030520676,5.74593615081684,-4.19641716025716,1.61983356267184e-05,0.000208687045489521,"ENSG00000143614",-5.89700030520676,"down","GATAD2B",9606,57459,"NULL","1","1q21.3","GATA zinc finger domain containing 2B","protein-coding","GATAD2B","GATA zinc finger domain containing 2B","O","GATA zinc finger domain-containing prote"
-5.89567625265527,5.47228277184875,-5.42601222854207,4.60694626728349e-08,1.52241582858284e-06,"ENSG00000041802",-5.89567625265527,"down","LSG1",9606,55341,"NULL","3","3q29","large subunit GTPase 1 homolog (S. cerevisiae)","protein-coding","LSG1","large subunit GTPase 1 homolog (S. cerevisiae)","O","hLsg1|large subunit GTPase 1 homolog"
-5.89456563393078,4.03097268872557,-4.58523200956169,2.90587652073008e-06,4.96016978330176e-05,"ENSG00000103404",-5.89456563393078,"down","USP31",9606,57478,"NULL","16","16p12.2","ubiquitin specific peptidase 31","protein-coding","USP31","ubiquitin specific peptidase 31","O","deubiquitinating enzyme 31|ubiquitin car"
-5.8942491291964,7.54020916428593,-4.12808463229847,2.16213465526575e-05,0.000266742511079129,"ENSG00000123562",-5.8942491291964,"down","MORF4L2",9606,9643,"RP5-1055C14.2","X","Xq22","mortality factor 4 like 2","protein-coding","MORF4L2","mortality factor 4 like 2","O","MORF-related gene X protein|MSL3-2 prote"
-5.8924394187412,4.24083069981552,-3.8373466984751,7.06678903300457e-05,0.000721181329192625,"ENSG00000176454",-5.8924394187412,"down","LPCAT4",9606,254531,"NULL","15","15q14","lysophosphatidylcholine acyltransferase 4","protein-coding","LPCAT4","lysophosphatidylcholine acyltransferase 4","O","1-AGP acyltransferase 7|1-AGPAT 7|1-acyl"
-5.88852241864306,4.25533699024771,-4.68702803503441,1.81475459814585e-06,3.3647271137605e-05,"ENSG00000120616",-5.88852241864306,"down","EPC1",9606,80314,"NULL","10","10p11","enhancer of polycomb homolog 1 (Drosophila)","protein-coding","EPC1","enhancer of polycomb homolog 1 (Drosophila)","O","enhancer of polycomb homolog 1"
-5.88596204054424,8.38008483306637,-3.82480453104336,7.42512523008736e-05,0.000750042804041126,"ENSG00000213719",-5.88596204054424,"down","CLIC1",9606,1192,"DADB-110M10.1","6","6p21.3","chloride intracellular channel 1","protein-coding","CLIC1","chloride intracellular channel 1","O","RNCC protein|chloride channel ABP|chlori"
-5.88595696517453,8.57552823006784,-3.93308791924004,4.82274554801629e-05,0.0005236442568311,"ENSG00000071127",-5.88595696517453,"down","WDR1",9606,9948,"NULL","4","4p16.1","WD repeat domain 1","protein-coding","WDR1","WD repeat domain 1","O","WD repeat-containing protein 1|actin-int"
-5.88541365396405,6.38722391957094,-3.99172238454694,3.80193279956763e-05,0.000428302416516984,"ENSG00000126883",-5.88541365396405,"down","NUP214",9606,8021,"RP11-544A12.7","9","9q34.1","nucleoporin 214kDa","protein-coding","NUP214","nucleoporin 214kDa","O","214 kDa nucleoporin|CAN protein, putativ"
-5.88468449651258,5.72021367167465,-4.22077999857586,1.45995328490734e-05,0.000191171660731474,"ENSG00000149499",-5.88468449651258,"down","EML3",9606,256364,"NULL","11","11q12.3","echinoderm microtubule associated protein like 3","protein-coding","EML3","echinoderm microtubule associated protein like 3","O","EMAP-3|echinoderm microtubule-associated"
-5.88126546589257,6.21044102065893,-5.14928360303445,1.92094292269375e-07,5.07967375940605e-06,"ENSG00000100764",-5.88126546589257,"down","PSMC1",9606,5700,"NULL","14","14q32.11","proteasome (prosome, macropain) 26S subunit, ATPase, 1","protein-coding","PSMC1","proteasome (prosome, macropain) 26S subunit, ATPase, 1","O","26S protease regulatory subunit 4|26S pr"
-5.87924521972235,4.63596905530581,-4.7338635714281,1.45709783339137e-06,2.79107988206705e-05,"ENSG00000011523",-5.87924521972235,"down","CEP68",9606,23177,"NULL","2","2p14","centrosomal protein 68kDa","protein-coding","CEP68","centrosomal protein 68kDa","O","centrosomal protein of 68 kDa"
-5.87681181030272,4.27292208549325,-4.77871628079915,1.17883744430302e-06,2.32279916507084e-05,"ENSG00000108306",-5.87681181030272,"down","FBXL20",9606,84961,"NULL","17","17q12","F-box and leucine-rich repeat protein 20","protein-coding","FBXL20","F-box and leucine-rich repeat protein 20","O","F-box protein FBL2|F-box/LRR-repeat prot"
-5.87546863278526,4.89894752454289,-3.91009732772586,5.28984626798445e-05,0.000562760273414718,"ENSG00000100416",-5.87546863278526,"down","TRMU",9606,55687,"NULL","22","22q13","tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase","protein-coding","TRMU","tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase","O","MTO2 homolog|mitochondrial 5-methylamino"
-5.87392461955143,5.84268206790121,-3.92274205764254,5.02785500054552e-05,0.000541359656692029,"ENSG00000166164",-5.87392461955143,"down","BRD7",9606,29117,"NULL","16","16q12","bromodomain containing 7","protein-coding","BRD7","bromodomain containing 7","O","75 kDa bromodomain protein|bromodomain-c"
-5.87334583642945,5.4496029942376,-5.47460705734282,3.56253287554486e-08,1.22757558057326e-06,"ENSG00000109118",-5.87334583642945,"down","PHF12",9606,57649,"NULL","17","17q11.2","PHD finger protein 12","protein-coding","PHF12","PHD finger protein 12","O","PHD factor 1|PHD zinc finger transcripti"
-5.87151652322476,6.57980884409239,-3.89649743850751,5.58600579227507e-05,0.000589649175839784,"ENSG00000198925",-5.87151652322476,"down","ATG9A",9606,79065,"NULL","2","2q35","autophagy related 9A","protein-coding","ATG9A","autophagy related 9A","O","APG9 autophagy 9-like 1|APG9-like 1|ATG9"
-5.87047348412741,5.95635104579071,-4.42155834480899,6.08308570564783e-06,9.13843765873486e-05,"ENSG00000100239",-5.87047348412741,"down","PPP6R2",9606,9701,"RP4-579N16.5","22","22q13.33","protein phosphatase 6, regulatory subunit 2","protein-coding","PPP6R2","protein phosphatase 6, regulatory subunit 2","O","SAPS domain family, member 2|serine/thre"
-5.86866927112556,5.43157989183606,-4.03742632752578,3.1521534778599e-05,0.00036647817248468,"ENSG00000125834",-5.86866927112556,"down","STK35",9606,140901,"NULL","20","20p13","serine/threonine kinase 35","protein-coding","STK35","serine/threonine kinase 35","O","CLIK-1|CLP-36 interacting kinase|CLP-36-"
-5.86710037877746,7.68081878854496,-4.79851124177109,1.07301404740991e-06,2.14844216831671e-05,"ENSG00000138674",-5.86710037877746,"down","SEC31A",9606,22872,"HSPC275","4","4q21.22","SEC31 homolog A (S. cerevisiae)","protein-coding","SEC31A","SEC31 homolog A (S. cerevisiae)","O","SEC31-like protein 1|SEC31-related prote"
-5.86420178022237,6.68338090096137,-4.54036903338152,3.56607427049592e-06,5.85103692607942e-05,"ENSG00000175826",-5.86420178022237,"down","CTDNEP1",9606,23399,"NULL","17","17p13","CTD nuclear envelope phosphatase 1","protein-coding","CTDNEP1","CTD nuclear envelope phosphatase 1","O","C-terminal domain nuclear envelope phosp"
-5.86142727462372,4.55825706623896,-4.06925713613975,2.76352973555027e-05,0.000326874147318134,"ENSG00000185344",-5.86142727462372,"down","ATP6V0A2",9606,23545,"NULL","12","12q24.31","ATPase, H+ transporting, lysosomal V0 subunit a2","protein-coding","ATP6V0A2","ATPase, H+ transporting, lysosomal V0 subunit a2","O","A2V-ATPase|V-type proton ATPase 116 kDa "
-5.86137771357985,4.09018319636327,-4.19291022883855,1.64415418297221e-05,0.000211115025385511,"ENSG00000146556",-5.86137771357985,"down","WASH2P",9606,375260,"NULL","2","2q13","WAS protein family homolog 2 pseudogene","pseudo","WASH2P","WAS protein family homolog 2 pseudogene","O","NULL"
-5.86094676022934,3.16532241358776,-4.45621821595929,5.21188311954092e-06,8.03631923628904e-05,"ENSG00000089775",-5.86094676022934,"down","ZBTB25",9606,7597,"NULL","14","14q23-q24","zinc finger and BTB domain containing 25","protein-coding","ZBTB25","zinc finger and BTB domain containing 25","O","zinc finger and BTB domain-containing pr"
-5.86084141973035,6.80760261834354,-4.16861876834318,1.82259615362038e-05,0.000230811502103967,"ENSG00000143393",-5.86084141973035,"down","PI4KB",9606,5298,"RP11-126K1.4","1","1q21","phosphatidylinositol 4-kinase, catalytic, beta","protein-coding","PI4KB","phosphatidylinositol 4-kinase, catalytic, beta","O","PtdIns 4-kinase beta|phosphatidylinosito"
-5.85766100881194,7.52189982026335,-4.00351975138751,3.62293233757162e-05,0.000410466464883169,"ENSG00000149136",-5.85766100881194,"down","SSRP1",9606,6749,"NULL","11","11q12","structure specific recognition protein 1","protein-coding","SSRP1","structure specific recognition protein 1","O","FACT 80 kDa subunit|FACT complex subunit"
-5.85541621800841,6.73600212046683,-4.08062888893931,2.63607641499399e-05,0.000315705318768352,"ENSG00000157020",-5.85541621800841,"down","SEC13",9606,6396,"NULL","3","3p25-p24","SEC13 homolog (S. cerevisiae)","protein-coding","SEC13","SEC13 homolog (S. cerevisiae)","O","SEC13-like 1 isoform|SEC13-like protein "
-5.85537231569515,6.29377738968613,-4.99921250413764,4.0598474362098e-07,9.54285997095982e-06,"ENSG00000079332",-5.85537231569515,"down","SAR1A",9606,56681,"RP11-367H5.4","10","10q22.1","SAR1 homolog A (S. cerevisiae)","protein-coding","SAR1A","SAR1 homolog A (S. cerevisiae)","O","COPII-associated small GTPase|GTP-bindin"
-5.8521331036448,5.24157497753267,-4.28393633607321,1.11257530008324e-05,0.000151447552319876,"ENSG00000076685",-5.8521331036448,"down","NT5C2",9606,22978,"RP11-30H12.3","10","10q24.32","5'-nucleotidase, cytosolic II","protein-coding","NT5C2","5'-nucleotidase, cytosolic II","O","5'-nucleotidase (purine), cytosolic type"
-5.84934363784863,6.00381340467405,-4.34884161894539,8.38554737326419e-06,0.00011963659046798,"ENSG00000116171",-5.84934363784863,"down","SCP2",9606,6342,"NULL","1","1p32","sterol carrier protein 2","protein-coding","SCP2","sterol carrier protein 2","O","non-specific lipid-transfer protein|prop"
-5.84833716109138,5.66344192906484,-4.7321123999007,1.46915126828975e-06,2.81077280083692e-05,"ENSG00000161904",-5.84833716109138,"down","LEMD2",9606,221496,"RP3-482C21.2","6","6p21.31","LEM domain containing 2","protein-coding","LEMD2","LEM domain containing 2","O","LEM domain-containing protein 2|hLEM2"
-5.84409227446393,6.23726027387962,-3.76735758606886,9.29698368852987e-05,0.000906482251670825,"ENSG00000166181",-5.84409227446393,"down","API5",9606,8539,"MIG8","11","11p11.2","apoptosis inhibitor 5","protein-coding","API5","apoptosis inhibitor 5","O","FIF|antiapoptosis clone 11 protein|cell "
-5.84238003125034,6.11310674236231,-4.01075193527456,3.51719356054372e-05,0.000401482744821198,"ENSG00000223501",-5.84238003125034,"down","VPS52",9606,6293,"DADB-91M20.1","6","6p21.3","vacuolar protein sorting 52 homolog (S. cerevisiae)","protein-coding","VPS52","vacuolar protein sorting 52 homolog (S. cerevisiae)","O","SAC2 suppressor of actin mutations 2-lik"
-5.8411672308068,5.54133128808269,-4.61773933285945,2.50260109654311e-06,4.39086551330259e-05,"ENSG00000114745",-5.8411672308068,"down","GORASP1",9606,64689,"NULL","3","3p22-p21.33","golgi reassembly stacking protein 1, 65kDa","protein-coding","GORASP1","golgi reassembly stacking protein 1, 65kDa","O","Golgi peripheral membrane protein p65|Go"
-5.84081958383125,6.08855750986311,-4.54792222908243,3.44564619649532e-06,5.68234394155576e-05,"ENSG00000198646",-5.84081958383125,"down","NCOA6",9606,23054,"RP5-1181N3.2","20","20q11","nuclear receptor coactivator 6","protein-coding","NCOA6","nuclear receptor coactivator 6","O","NRC RAP250|PPAR-interacting protein|acti"
-5.83906658699072,4.71117303090311,-4.07157166193823,2.73709078357062e-05,0.000324490473280543,"ENSG00000138433",-5.83906658699072,"down","CIR1",9606,9541,"NULL","2","2q31.1","corepressor interacting with RBPJ, 1","protein-coding","CIR1","corepressor interacting with RBPJ, 1","O","CBF1 interacting corepressor|CBF1-intera"
-5.83868284970197,5.00193715888724,-4.0978452853932,2.45369298484492e-05,0.000296476415008719,"ENSG00000066654",-5.83868284970197,"down","THUMPD1",9606,55623,"NULL","16","16p12.3","THUMP domain containing 1","protein-coding","THUMPD1","THUMP domain containing 1","O","THUMP domain-containing protein 1"
-5.83862222220218,7.79821682566426,-3.93048929580055,4.87331450117418e-05,0.000528258081142199,"ENSG00000204843",-5.83862222220218,"down","DCTN1",9606,1639,"NULL","2","2p13","dynactin 1","protein-coding","DCTN1","dynactin 1","O","150 kDa dynein-associated polypeptide|dy"
-5.83339415308,5.99787268568496,-4.55944336720351,3.26944961846897e-06,5.45450712366294e-05,"ENSG00000248333",-5.83339415308,"down","CDK11B",9606,984,"NULL","1","1p36.33","cyclin-dependent kinase 11B","protein-coding","CDK11B","cyclin-dependent kinase 11B","O","CDC-related protein kinase p58|PITSLRE s"
-5.82841235515505,4.26995742815513,-4.49513685413268,4.37616397003244e-06,6.95470541271966e-05,"ENSG00000166507",-5.82841235515505,"down","NDST2",9606,8509,"NULL","10","10q22","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2","protein-coding","NDST2","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2","O","N-HSST 2|N-heparan sulfate sulfotransfer"
-5.82734189147288,4.97696322885217,-4.44237545173381,5.54441001500401e-06,8.46719988622712e-05,"ENSG00000125633",-5.82734189147288,"down","CCDC93",9606,54520,"NULL","2","2q14.1","coiled-coil domain containing 93","protein-coding","CCDC93","coiled-coil domain containing 93","O","coiled-coil domain-containing protein 93"
-5.82490917297929,6.78620779784807,-6.20038255301147,6.13860978792425e-10,3.7902244023095e-08,"ENSG00000136527",-5.82490917297929,"down","TRA2B",9606,6434,"NULL","3","3q26.2-q27","transformer 2 beta homolog (Drosophila)","protein-coding","TRA2B","transformer 2 beta homolog (Drosophila)","O","TRA-2 beta|splicing factor, arginine/ser"
-5.82368789591057,5.36615850620861,-4.93184047047759,5.64684971879889e-07,1.2634681411319e-05,"ENSG00000117614",-5.82368789591057,"down","SYF2",9606,25949,"NULL","1","1p36.11","SYF2 homolog, RNA splicing factor (S. cerevisiae)","protein-coding","SYF2","SYF2 homolog, RNA splicing factor (S. cerevisiae)","O","CCNDBP1 interactor|CCNDBP1-interactor|GC"
-5.82260527840837,2.8705437040796,-4.38145681280163,7.26507484501763e-06,0.000105874825903478,"ENSG00000183655",-5.82260527840837,"down","KLHL25",9606,64410,"NULL","15","15q25.3","kelch-like family member 25","protein-coding","KLHL25","kelch-like family member 25","O","BTB/POZ KELCH domain protein|ectoderm-ne"
-5.8220543511437,5.70357463913111,-4.85374571861525,8.23909877416044e-07,1.72180486042354e-05,"ENSG00000065883",-5.8220543511437,"down","CDK13",9606,8621,"NULL","7","7p13","cyclin-dependent kinase 13","protein-coding","CDK13","cyclin-dependent kinase 13","O","CDC2-related protein kinase 5|cell divis"
-5.82085691998436,6.34754177051035,-3.80502984643225,8.02461047602821e-05,0.000801808640247046,"ENSG00000008838",-5.82085691998436,"down","MED24",9606,9862,"NULL","17","17q21.1","mediator complex subunit 24","protein-coding","MED24","mediator complex subunit 24","O","CRSP complex subunit 4|activator-recruit"
-5.81828086007495,3.97916610785622,-5.12793960134767,2.13906387862536e-07,5.55323160649683e-06,"ENSG00000136682",-5.81828086007495,"down","CBWD2",9606,150472,"NULL","2","2q13","COBW domain containing 2","protein-coding","CBWD2","COBW domain containing 2","O","COBW domain-containing protein 2|cobalam"
-5.81465369469725,6.7385811392273,-4.40105770030789,6.66220902928621e-06,9.86852360938969e-05,"ENSG00000135956",-5.81465369469725,"down","TMEM127",9606,55654,"NULL","2","2q11.2","transmembrane protein 127","protein-coding","TMEM127","transmembrane protein 127","O","NULL"
-5.8109886578458,5.02730577311926,-4.25915756122509,1.23821712140426e-05,0.0001655200997834,"ENSG00000146063",-5.8109886578458,"down","TRIM41",9606,90933,"NULL","5","5q35.3","tripartite motif containing 41","protein-coding","TRIM41","tripartite motif containing 41","O","E3 ubiquitin-protein ligase TRIM41|RING "
-5.81019407421053,3.82016563965089,-4.84495484167276,8.5943282010826e-07,1.78591800758245e-05,"ENSG00000185917",-5.81019407421053,"down","SETD4",9606,54093,"NULL","21","21q22.13","SET domain containing 4","protein-coding","SETD4","SET domain containing 4","O","SET domain-containing protein 4"
-5.80704720190627,5.1550369114411,-4.43092720313152,5.83468276418576e-06,8.82692423568994e-05,"ENSG00000171853",-5.80704720190627,"down","TRAPPC12",9606,51112,"CGI-87","2","2p25.3","trafficking protein particle complex 12","protein-coding","TRAPPC12","trafficking protein particle complex 12","O","TPR repeat protein 15|tetratricopeptide "
-5.80474509532846,6.48459210112701,-4.87287570295773,7.5143295880187e-07,1.59619203569691e-05,"ENSG00000090615",-5.80474509532846,"down","GOLGA3",9606,2802,"NULL","12","12q24.33","golgin A3","protein-coding","GOLGA3","golgin A3","O","Golgi membrane associated protein|Golgi "
-5.80351465645788,4.16379448778035,-4.25767450032476,1.24614963052374e-05,0.00016634035282984,"ENSG00000148444",-5.80351465645788,"down","COMMD3",9606,23412,"RP11-573G6.3","10","10p12.2","COMM domain containing 3","protein-coding","COMMD3","COMM domain containing 3","O","COMM domain-containing protein 3|protein"
-5.80344050634873,5.47343804147656,-3.99186113175851,3.79955814138768e-05,0.000428221816904256,"ENSG00000172939",-5.80344050634873,"down","OXSR1",9606,9943,"NULL","3","3p22.2","oxidative stress responsive 1","protein-coding","OXSR1","oxidative stress responsive 1","O","oxidative stress-responsive 1 protein|ox"
-5.80300961228724,4.76069976389755,-4.34683875641526,8.45939894256641e-06,0.000120490412422018,"ENSG00000241878",-5.80300961228724,"down","PISD",9606,23761,"RP5-858B16.2","22","22q12.2","phosphatidylserine decarboxylase","protein-coding","PISD","phosphatidylserine decarboxylase","O","phosphatidylserine decarboxylase proenzy"
-5.8025617774537,6.90093674456701,-3.95105572642744,4.48485218156215e-05,0.000493010611157665,"ENSG00000101126",-5.8025617774537,"down","ADNP",9606,23394,"NULL","20","20q13.13","activity-dependent neuroprotector homeobox","protein-coding","ADNP","activity-dependent neuroprotector homeobox","O","ADNP homeobox 1|activity-dependent neuro"
-5.80144334457532,6.69758832569518,-3.78945509434629,8.52897014306429e-05,0.000839848113019254,"ENSG00000140497",-5.80144334457532,"down","SCAMP2",9606,10066,"NULL","15","15q23-q25","secretory carrier membrane protein 2","protein-coding","SCAMP2","secretory carrier membrane protein 2","O","secretory carrier-associated membrane pr"
-5.79746706432731,6.80639819207664,-3.88570714381397,5.83167443765306e-05,0.000610586959681087,"ENSG00000140688",-5.79746706432731,"down","C16orf58",9606,64755,"NULL","16","16p11.2","chromosome 16 open reading frame 58","protein-coding","C16orf58","chromosome 16 open reading frame 58","O","UPF0420 protein C16orf58"
-5.79675390000677,4.38259937492321,-5.17628859467604,1.67565741300948e-07,4.56561537271181e-06,"ENSG00000125149",-5.79675390000677,"down","C16orf70",9606,80262,"NULL","16","16q22.1","chromosome 16 open reading frame 70","protein-coding","C16orf70","chromosome 16 open reading frame 70","O","UPF0183 protein C16orf70|lin-10 homolog"
-5.79656172610748,6.75495204293966,-4.24546533966312,1.31334179950503e-05,0.000174362337980583,"ENSG00000125755",-5.79656172610748,"down","SYMPK",9606,8189,"hCG_20812","19","19q13.3","symplekin","protein-coding","SYMPK","symplekin","O","NULL"
-5.79533318549504,4.22304649527587,-4.09821877868366,2.44982129869027e-05,0.000296147250107247,"ENSG00000166377",-5.79533318549504,"down","ATP9B",9606,374868,"HUSSY-20","18","18q23","ATPase, class II, type 9B","protein-coding","ATP9B","ATPase, class II, type 9B","O","ATPase type IV, phospholipid transportin"
-5.79451358717015,6.07771946453907,-5.11805595354949,2.24801194881723e-07,5.77228431830327e-06,"ENSG00000168259",-5.79451358717015,"down","DNAJC7",9606,7266,"NULL","17","17q11.2","DnaJ (Hsp40) homolog, subfamily C, member 7","protein-coding","DNAJC7","DnaJ (Hsp40) homolog, subfamily C, member 7","O","TPR repeat protein 2|dnaJ homolog subfam"
-5.79111407095472,6.77998625664842,-4.07233159783719,2.72840459678123e-05,0.00032405611706547,"ENSG00000179134",-5.79111407095472,"down","SAMD4B",9606,55095,"NULL","19","19q13.2","sterile alpha motif domain containing 4B","protein-coding","SAMD4B","sterile alpha motif domain containing 4B","O","SAM domain-containing protein 4B|protein"
-5.78976879867737,5.81769526957259,-4.23206055669388,1.3910917852947e-05,0.00018319342711765,"ENSG00000160741",-5.78976879867737,"down","CRTC2",9606,200186,"RP11-422P24.6","1","1q21.3","CREB regulated transcription coactivator 2","protein-coding","CRTC2","CREB regulated transcription coactivator 2","O","CREB-regulated transcription coactivator"
